"","ASSESSMENT","RECORD_ID","Pollu_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STR_1","LLID_LAKE","SEGMENT_ID","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","POLLUTANT","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY"
"1808",28563,24709,132,"Anderson Creek","Anderson Creek","","",1239893449224,NA,31640,"Siletz-Yaquina","Northern Oregon Coastal","0 to 2.8",0,2.8,"Temperature","Year Round (Non-spawning)",71,2010,"1/29/2013","No action",21,17,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Rearing: 17.8 C","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedences of the salmonid rearing criterion (18C) as high as 20 C in July 2001 at LASAR station 28604, Anderson Creek at mouth."
"1809",10414,3593,171,"China Creek","China Creek","","",1182170445700,NA,345,"Burnt","Middle Snake-Powder","0 to 7.7",0,7.7,"Habitat Modification","Undefined",72,2002,"8/1/2002","No action",21,4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Cat 4C: Water quality limited, not a pollutant",16,"Previous Status: Water quality limited not needing a TMDL","Previous Action: Delisted - Water quality limited, not a pollutant","Previous Assessment Year: 2002","","The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.","","Stream habitat is below potential for supporting fish due to deficient pools and LWD and a high width to depth ratio (North Fork Burnt River Watershed Analysis, USFS, 1995)."
"1810",28478,23615,156,"Deadwood Creek","Deadwood Creek","","",1237606440948,NA,3095,"Siuslaw","Northern Oregon Coastal","0 to 20.9",0,20.9,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 23826 River Mile 5.1 FROM 7/20/2000 To 7/20/2000 1 out of 1 (100%) samples outside MWCF regional criteria."
"1811",28192,24048,156,"Unnamed Stream","Unnamed Stream","","",1227428453006,NA,31182,"Middle Willamette","Willamette","0 to 1.5",0,1.5,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  LASAR 33496 River Mile 1.05 FROM 7/18/2006 To 7/18/2006 1 out of 1 (100%) samples outside MWCF regional criteria."
"1812",10507,3803,170,"Burnt River","Burnt River","","",1172299443641,NA,139,"Burnt","Middle Snake-Powder","0 to 45.1",0,45.1,"Flow Modification","Undefined",72,2002,"8/1/2002","No action",21,4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 4C: Water quality limited, not a pollutant",16,"Previous Status: Water quality limited not needing a TMDL","Previous Action: Delisted - Water quality limited, not a pollutant","Previous Assessment Year: 2002","","The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.","","Redband Trout are a state sensitive species, water withdrawal has been identified as a concern (ODFW, 1990); IWR (72168) is often not met at USGS gages (13274200, 13275000)."
"1813",28586,24229,156,"Hudson Creek","Hudson Creek","","",1240442432431,NA,31372,"Coquille","Southern Oregon Coastal","0 to 6.3",0,6.3,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 34679 River Mile 3.64 FROM 8/15/2007 To 8/15/2007 1 out of 1 (100%) samples outside MWCF regional criteria."
"1814",27990,24415,154,"Skookum Creek","Skookum Creek","","",1194313449697,NA,31514,"North Fork John Day","John Day","4.3 to 12.4",4.3,12.4,"Dissolved Oxygen","Year Round (Non-spawning)",71,2010,"1/29/2013","No action",21,7,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Cold water: Not less than 8.0 mg/l or 90% of saturation","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two exceedences of the cold water criteria out of 8 days of sampling collection between 5/99 and 8/02 at STORET station 14260007."
"1815",28092,23668,156,"Evans Creek","Evans Creek","","",1215775455222,NA,8643,"Middle Columbia-Hood","Middle Columbia","0 to 8",0,8,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 25124 River Mile 0.2 FROM 6/6/2001 To 6/17/2005 3 out of 3 (100%) samples outside WCCP regional criteria."
"1816",25854,6035,132,"Tryon Creek","Tryon Creek","","",1226557454227,NA,1528,"Lower Willamette","Willamette","0 to 5",0,5,"Temperature","Summer",1,2010,"10/29/2010","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Rearing: 17.8 C","","Previous Data: 
DEQ Data (4 Sites: SW 35, SW 11, Boones Ferry, St. Park): 7 day average of daily maximums of 63.3/66.0/68.4/66.2 exceeded temperature standard (64) in 1995."
"1817",28015,23963,156,"Brown Creek","Brown Creek","","",1198759450734,NA,31091,"Lower John Day","John Day","0 to 9.4",0,9.4,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 25418 River Mile 6.4 FROM 7/24/2001 To 7/24/2001 1 out of 1 (100%) samples outside WCCP regional criteria."
"1818",25736,4095,86,"Jackson Creek","Jackson Creek","","",1229416424128,NA,1715,"Middle Rogue","Southern Oregon Coastal","0 to 12.6",0,12.6,"Fecal Coliform","Year Round",3,2010,"10/29/2010","No action",21,29,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 10/02/2007
Bear Creek TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Bear Creek TMDL</a>","Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml","","Previous Data: 
RVCOG Data: Annual average fecal coliform data ranging between 386 - 623 did not/did exceed fecal coliform standard (400) between 1988 - 1990 (RVCOG, 1990)."
"1819",28028,24439,154,"South Fork Crooked River","South Fork Crooked River","","",1200526441018,NA,845,"Beaver-South Fork","Deschutes","0 to 54",0,54,"Dissolved Oxygen","Year Round (Non-spawning)",71,2010,"1/29/2013","No action",21,8,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Cool water: Not less than 6.5 mg/l","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Four exceedences of the cool water criteria out of 5 days of sampling collection between 7/10 and 10/10 at STORET station CRO141."
"1820",27944,23632,156,"Vinegar Creek","Vinegar Creek","","",1185357446012,NA,7949,"Middle Fork John Day","John Day","0 to 9.4",0,9.4,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  LASAR 35858 River Mile 0.44 FROM 7/10/2001 To 7/10/2001 1 out of 1 (100%) samples outside WCCP regional criteria."
"1821",25732,4089,86,"Coleman Creek","Coleman Creek","","",1228220422858,NA,1637,"Middle Rogue","Southern Oregon Coastal","0 to 6.9",0,6.9,"Fecal Coliform","Year Round",3,2010,"10/29/2010","No action",21,29,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 10/02/2007
Bear Creek TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Bear Creek TMDL</a>","Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml","","Previous Data: 
RVCOG Data: Annual average fecal coliform data ranging between 230 - 536 did not/did exceed fecal coliform standard (400) between 1988 - 1990 (RVCOG, 1990)."
"1822",28091,24276,156,"Cold Spring Creek","Cold Spring Creek","","",1215703454047,NA,31419,"Middle Columbia-Hood","Middle Columbia","0 to 4.7",0,4.7,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 21876 River Mile 1.1 FROM 9/28/1999 To 9/28/1999 1 out of 1 (100%) samples outside WCCP regional criteria."
"1823",28041,23648,156,"Rock Creek","Rock Creek","","",1204052455767,NA,8287,"Lower John Day","John Day","0 to 79.2",0,79.2,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 25397 River Mile 72.4 FROM 7/23/2001 To 7/23/2001 1 out of 1 (100%) samples outside WCCP regional criteria."
"1824",30737,26019,109,"Yamhill River","Yamhill River","","",1229962452299,NA,1744,"Yamhill","Willamette","0 to 11.2",0,11.2,"Mercury","Year Round",3,2012,"3/24/2014","Added to database",7,46,"Human health","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"","","","","Table 40 Human Health Criteria for Toxic Pollutants","","2012 Data:
[ODEQ] STATION 10648 at RM 0.1 from 8/27/2008 to 8/27/2008, the geometric mean of 0.189 mg/Kg from 7 valid individual fish tissue samples exceeds the 0.040 mg/kg criteria"
"1825",28233,24057,156,"Willow Creek","Willow Creek","","",1228737455117,NA,31194,"Tualatin","Willamette","0 to 5",0,5,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  LASAR 33502 River Mile 2.52 FROM 7/19/2006 To 7/19/2006 1 out of 1 (100%) samples outside MWCF regional criteria."
"1826",28710,23870,156,"Jim Hunt Creek","Jim Hunt Creek","","",1243477424654,NA,11564,"Lower Rogue","Southern Oregon Coastal","0 to 4.3",0,4.3,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 25330 River Mile 2.6 FROM 8/22/2001 To 8/22/2001 1 out of 1 (100%) samples outside WCCP regional criteria."
"1827",28707,23534,156,"Bill Creek","Bill Creek","","",1243369431063,NA,2619,"Coquille","Southern Oregon Coastal","0 to 7.7",0,7.7,"Biological Criteria","Year Round",3,2010,"1/29/2013","No action",21,3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 33377 River Mile 3.84 FROM 8/23/2006 To 8/23/2006 1 out of 1 (100%) samples outside MWCF regional criteria."
